ID,Product_Type,Category,Status,Title,Visual_DNA_Keywords,Printify_Product_ID,eBay_Item_ID
Sticker-Zen-0156,Sticker,Zen,Ready_for_Printify,Zen Aesthetic Moongate Architectural Fragment 4pc 6x6 Kiss-Cut Sticker Laptop,Zen Aesthetic Moongate Architectural Fragment 4pc 6x6 Kiss-Cut Sticker Laptop,,
Sticker-Zen-0157,Sticker,Zen,Ready_for_Printify,Koi Pond Water Dipper Minimal Zen 4pc 6x6 Kiss-Cut Vinyl Desk Collector Decor,Koi Pond Water Dipper Minimal Zen 4pc 6x6 Kiss-Cut Vinyl Desk Collector Decor,,
Sticker-Zen-0158,Sticker,Zen,Ready_for_Printify,Spiral Galaxy Meditation Disc 4pc 6x6 Kiss-Cut Sticker Zen Aesthetic Laptop,Spiral Galaxy Meditation Disc 4pc 6x6 Kiss-Cut Sticker Zen Aesthetic Laptop,,
Sticker-Zen-0159,Sticker,Zen,Ready_for_Printify,Pagoda Lantern Miniature 4pc 6x6 Kiss-Cut Sticker Zen Aesthetic Laptop Journal,Pagoda Lantern Miniature 4pc 6x6 Kiss-Cut Sticker Zen Aesthetic Laptop Journal,,
Sticker-Zen-0160,Sticker,Zen,Ready_for_Printify,Mindful Zen Wave Crest Sake Cup 4pc 6x6 Vinyl Sticker Laptop Journal Gift Wood,Mindful Zen Wave Crest Sake Cup 4pc 6x6 Vinyl Sticker Laptop Journal Gift Wood,,
Poster-Zen-0003,Poster,Zen,Printify_Hold_BadDraftDeleted,Lotus Mandala Seal Stone Poster 12x18 Dark Academia Zen Wall Art Decor Study,Lotus Mandala Seal Stone Poster 12x18 Dark Academia Zen Wall Art Decor Study,,
Acrylic-Grimdark-0038,Acrylic,Grimdark,Printify_UI_Mockups4,Rose Quartz Chapel Soul Lantern Grimdark 5x7 Acrylic Art Gothic Collectible,Rose Quartz Chapel Soul Lantern Grimdark 5x7 Acrylic Art Gothic Collectible,69f8928b25819cdf3d057ef7,
Acrylic-Grimdark-0039,Acrylic,Grimdark,Printify_UI_Mockups4,Sapphire Temple Soul Lantern Grimdark 5x7 Acrylic Display Gothic Artifact Shelf,Sapphire Temple Soul Lantern Grimdark 5x7 Acrylic Display Gothic Artifact Shelf,69f8931cb051b8a0e90b97c7,
Acrylic-Grimdark-0040,Acrylic,Grimdark,Printify_UI_Mockups4,Silver Moon Gate Soul Lantern Grimdark 5x7 Acrylic Art Gothic Mentor-Grade Gift,Silver Moon Gate Soul Lantern Grimdark 5x7 Acrylic Art Gothic Mentor-Grade Gift,69f8937bbe136844f0004b36,
Poster-Academia-0038,Poster,Academia,Printify_PublishExternalPending_Mockups8,Geological Archive Geode Dark Academia Poster 12x18 Mentor-Grade Decor Wall,Geological Archive Geode Dark Academia Poster 12x18 Mentor-Grade Decor Wall,69fbccf9ce0d8cb5570fc6f0,
Poster-Academia-0039,Poster,Academia,Printify_PublishExternalPending_Mockups8,Dark Academia Horological Manuscript Chamber Poster 12x18 Study Decor Wall Gift,Dark Academia Horological Manuscript Chamber Poster 12x18 Study Decor Wall Gift,69fbcd1aee663532c8019ec7,
Poster-Academia-0040,Poster,Academia,Printify_PublishExternalPending_Mockups8,Dark Academia Meteorological Orrery 12x18 Poster Study Decor Atmospheric Texts,Dark Academia Meteorological Orrery 12x18 Poster Study Decor Atmospheric Texts,69fbcd3eb8dd7e2bb0095af7,
Poster-Academia-0041,Poster,Academia,Printify_PublishExternalPending_Mockups8,Dark Academia Astrological Globe Poster 12x18 Study Room Decor Starlight Jade,Dark Academia Astrological Globe Poster 12x18 Study Room Decor Starlight Jade,69fbcd65cacc667dc70b7c2a,
Poster-Academia-0042,Poster,Academia,Printify_PublishExternalPending_Mockups8,Dark Academia Armillary Sphere Poster 12x18 Vintage Study Decor Zodiac Symbols,Dark Academia Armillary Sphere Poster 12x18 Vintage Study Decor Zodiac Symbols,69fbcd8a3014a1ea840da971,
